video_id,author,comment,like_count,date,topic,year,normalization,tokenizing,stopword,stemming,category,sentiment
Xrbn47ZiFYw,@casingkita917,keren ini dia punya hama banyak tp dia punya obatnya tdk harus membunuh hama tp kalo rutin di semprot hama akan lari,0,2024-07-21T17:58:59Z,pengendalian hama,2024,keren ini dia punya hama banyak tp dia punya obatnya tdk harus membunuh hama tp kalo rutin di semprot hama akan lari,"keren, ini, dia, punya, hama, banyak, tp, dia, punya, obatnya, tdk, harus, membunuh, hama, tp, kalo, rutin, di, semprot, hama, akan, lari","keren, hama, tp, obatnya, tdk, membunuh, hama, tp, kalo, rutin, semprot, hama, lari","ren, hama, tp, obat, tdk, bunuh, hama, tp, kalo, rutin, semprot, hama, lari",efektivitas pengendalian hama,Negatif
4CTYII_qHCQ,@hendiendo81,sebelum pemupukan kita pangkas dulu atau pangkas dulu baru pemupukan buah,0,2022-09-03T00:28:36Z,pemupukan,2022,sebelum pemupukan kita pangkas dulu atau pangkas dulu baru pemupukan buah,"sebelum, pemupukan, kita, pangkas, dulu, atau, pangkas, dulu, baru, pemupukan, buah","pemupukan, pangkas, pangkas, pemupukan, buah","pupu, pangkas, pangkas, pupu, buah",feedback penonton,Netral
JL2VZdA9wuc,@rudifermana7294,klw untuk tanaman cabe yg keriting bisakah,0,2020-08-08T00:55:55Z,pengendalian hama,2020,klw untuk tanaman cabe yg keriting bisakah,"klw, untuk, tanaman, cabe, yg, keriting, bisakah","klw, tanaman, cabe, yg, keriting","klw, tanam, cabe, yg, riting",feedback penonton,Positif
JTEhv7JCRF0,@Aryana-f2o8y,mantap sangat jelas penyampaianya,0,2025-08-07T11:30:45Z,pengendalian hama,2025,mantap sangat jelas penyampaianya,"mantap, sangat, jelas, penyampaianya","mantap, penyampaianya","mantap, penyampaia",feedback penonton,Positif
Xrbn47ZiFYw,@ALIAIS-dd7tk,ini yg aku cari tq ilmunya ngab,0,2023-08-24T12:28:56Z,pengendalian hama,2023,ini yg aku cari tq ilmunya ngab,"ini, yg, aku, cari, tq, ilmunya, ngab","yg, cari, tq, ilmunya, ngab","yg, cari, tq, ilmu, ab",feedback penonton,Netral
inF984LZKa0,@sadiyahhanum4285,semoga bermanfaat dan saya akan mencoba,0,2025-11-03T03:56:02Z,pemupukan,2025,semoga bermanfaat dan saya akan mencoba,"semoga, bermanfaat, dan, saya, akan, mencoba","semoga, bermanfaat, mencoba","moga, manfaat, coba",feedback penonton,Positif
AQLcjhHQBC0,@mochachnas8006,mobil yg melintas kijang woy lama woy,0,2024-03-24T17:14:08Z,irigasi,2024,mobil yg melintas kijang woy lama woy,"mobil, yg, melintas, kijang, woy, lama, woy","mobil, yg, melintas, kijang, woy, woy","mobil, yg, lintas, kijang, woy, woy",feedback penonton,Negatif
GO6PuKMedeM,@Racha0107,mas izin tanya untuk bibit yg dipake usia brpa hari atau stlh tumbuh daun ke brpa bisa dipindah ke media hidroponik,1,2024-05-14T11:40:31Z,hidroponik,2024,mas izin tanya untuk bibit yg dipake usia brpa hari atau stlh tumbuh daun ke brpa bisa dipindah ke media hidroponik,"mas, izin, tanya, untuk, bibit, yg, dipake, usia, brpa, hari, atau, stlh, tumbuh, daun, ke, brpa, bisa, dipindah, ke, media, hidroponik","mas, izin, bibit, yg, dipake, usia, brpa, stlh, tumbuh, daun, brpa, dipindah, media, hidroponik","mas, izin, bibit, yg, pake, usia, brpa, stlh, tumbuh, daun, brpa, pindah, media, hidroponik",kompleksitas perawatan,Netral
GO6PuKMedeM,@handasai176,bang mau nanya saya awam dalah hal ini kalo metode tanam seperti ini apakah harus di siram atau tidak setiap hari nya,1,2023-11-04T12:25:17Z,hidroponik,2023,bang mau nanya saya awam dalah hal ini kalo metode tanam seperti ini apakah harus di siram atau tidak setiap hari nya,"bang, mau, nanya, saya, awam, dalah, hal, ini, kalo, metode, tanam, seperti, ini, apakah, harus, di, siram, atau, tidak, setiap, hari, nya","bang, nanya, awam, dalah, kalo, metode, tanam, siram, nya","bang, na, awam, dalah, kalo, metode, tanam, siram, ",kompleksitas perawatan,Netral
1NnDgJzBAq4,@andriansyahbani8346,mau tanya untuk bibit nya itu apabila ada sisa pemakaian dan dibiarkan cukup lama apakah akan mempengaruhi kualitas bibit tersebut apabila ditanam kembali,0,2021-09-26T02:45:37Z,hidroponik,2021,mau tanya untuk bibit nya itu apabila ada sisa pemakaian dan dibiarkan cukup lama apakah akan mempengaruhi kualitas bibit tersebut apabila ditanam kembali,"mau, tanya, untuk, bibit, nya, itu, apabila, ada, sisa, pemakaian, dan, dibiarkan, cukup, lama, apakah, akan, mempengaruhi, kualitas, bibit, tersebut, apabila, ditanam, kembali","bibit, nya, sisa, pemakaian, dibiarkan, mempengaruhi, kualitas, bibit, ditanam","bibit, , sisa, pakai, biar, pengaruh, kualitas, bibit, tanam",kompleksitas perawatan,Negatif
QQM9BKY0_K8,@HikmawatiLanne,kalau untuk tanaman jambu air rambutan dan sejenisnya bagaimana caranya bang,0,2024-06-15T01:54:06Z,pemupukan,2024,kalau untuk tanaman jambu air rambutan dan sejenisnya bagaimana caranya bang,"kalau, untuk, tanaman, jambu, air, rambutan, dan, sejenisnya, bagaimana, caranya, bang","tanaman, jambu, air, rambutan, sejenisnya, bang","tanam, jambu, air, rambutan, jenis, bang",feedback penonton,Positif
JL2VZdA9wuc,@nurrescue3233,waaahhh subur kencur nya pak panjang daun nya sy punya daun kecik agak bulat ada yang warna ungu purple besar daun jika subur terbaik pak salam dr msia,0,2021-03-13T05:30:06Z,pengendalian hama,2021,waaahhh subur kencur nya pak panjang daun nya sy punya daun kecik agak bulat ada yang warna ungu purple besar daun jika subur terbaik pak salam dr msia,"waaahhh, subur, kencur, nya, pak, panjang, daun, nya, sy, punya, daun, kecik, agak, bulat, ada, yang, warna, ungu, purple, besar, daun, jika, subur, terbaik, pak, salam, dr, msia","waaahhh, subur, kencur, nya, daun, nya, sy, daun, kecik, bulat, warna, ungu, purple, daun, subur, terbaik, salam, dr, msia","waaahhh, subur, ncur, , daun, , sy, daun, cik, bulat, warna, ungu, purple, daun, subur, baik, salam, dr, msia",feedback penonton,Positif
M0KYwjW-22c,@veninahutagalung6087,trimkasih sobat sukses petani indonesia,0,2024-03-10T23:48:14Z,pengendalian hama,2024,trimkasih sobat sukses petani indonesia,"trimkasih, sobat, sukses, petani, indonesia","trimkasih, sobat, sukses, petani, indonesia","trimkasih, sobat, sukses, tani, indonesia",feedback penonton,Netral
-GyJN1tr9RM,@BisriChoirii,dimana belinya nutrisi a dan b,0,2025-06-04T02:16:34Z,hidroponik,2025,dimana belinya nutrisi a dan b,"dimana, belinya, nutrisi, a, dan, b","dimana, belinya, nutrisi, a, b","mana, beli, nutrisi, a, b",kompleksitas perawatan,Netral
inF984LZKa0,@moelyotonitihardjo7337,lebih bagus dengan catatan saja lebih praktis tidak terlalu banyak narasi,1,2025-10-14T19:40:09Z,pemupukan,2025,lebih bagus dengan catatan saja lebih praktis tidak terlalu banyak narasi,"lebih, bagus, dengan, catatan, saja, lebih, praktis, tidak, terlalu, banyak, narasi","bagus, catatan, praktis, narasi","bagus, catat, praktis, narasi",dosis dan waktu pupuk,Positif
vvcBT2Fg5IQ,@herisusanto2829,cukup membingungkan organik harusnya lebih murah dari yg konvensional karena semuanya gratis kenapa kok jd mahal,1,2025-05-10T10:03:49Z,budidaya organik,2025,cukup membingungkan organik harusnya lebih murah dari yg konvensional karena semuanya gratis kenapa kok jd mahal,"cukup, membingungkan, organik, harusnya, lebih, murah, dari, yg, konvensional, karena, semuanya, gratis, kenapa, kok, jd, mahal","membingungkan, organik, murah, yg, konvensional, gratis, jd, mahal","bingung, organik, murah, yg, konvensional, gratis, jd, mahal","harga produk organik, kepercayaan produk organik",Negatif
28Eo_Xm8LYg,@bangaditchannel9817,kalau untuk tricoderma apakah boleh di campur dengan pupuk mutiara pak dalam metode pengocoran,0,2021-03-26T18:28:48Z,pemupukan,2021,kalau untuk tricoderma apakah boleh di campur dengan pupuk mutiara pak dalam metode pengocoran,"kalau, untuk, tricoderma, apakah, boleh, di, campur, dengan, pupuk, mutiara, pak, dalam, metode, pengocoran","tricoderma, campur, pupuk, mutiara, metode, pengocoran","tricoderma, campur, pupuk, mutiara, metode, kocor",dosis dan waktu pupuk,Netral
-YlHpqcgOow,@dgranatdz,jos pak metodenya tapi ya lumayan mahal juga biayanya l dihitung ya belum lagi biaya pestisida dan kebutuhan yang lain sperti olah lahan ajir dan tenaga buruh,0,2024-10-29T18:57:22Z,pemupukan,2024,jos pak metodenya tapi ya lumayan mahal juga biayanya l dihitung ya belum lagi biaya pestisida dan kebutuhan yang lain sperti olah lahan ajir dan tenaga buruh,"jos, pak, metodenya, tapi, ya, lumayan, mahal, juga, biayanya, l, dihitung, ya, belum, lagi, biaya, pestisida, dan, kebutuhan, yang, lain, sperti, olah, lahan, ajir, dan, tenaga, buruh","jos, metodenya, ya, lumayan, mahal, biayanya, l, dihitung, ya, biaya, pestisida, kebutuhan, sperti, olah, lahan, ajir, tenaga, buruh","jos, metode, ya, lumayan, mahal, biaya, l, hitung, ya, biaya, pestisida, butuh, sperti, olah, lahan, ajir, tenaga, buruh",efisiensi penggunaan pupuk,Negatif
1NnDgJzBAq4,@rezekinomplok6781,itu pot brapa ikat bang hasil panen nya,0,2022-07-17T14:18:20Z,hidroponik,2022,itu pot brapa ikat bang hasil panen nya,"itu, pot, brapa, ikat, bang, hasil, panen, nya","pot, brapa, ikat, bang, hasil, panen, nya","pot, brapa, ikat, bang, hasil, panen, ",keuntungan hidroponik,Netral
28Eo_Xm8LYg,@bahrululum8904,mantap jombang hadir,1,2021-04-17T23:15:35Z,pemupukan,2021,mantap jombang hadir,"mantap, jombang, hadir","mantap, jombang, hadir","mantap, jombang, hadir",feedback penonton,Positif
GO6PuKMedeM,@thesweety11,itu d kasih obat hama g ya bang,1,2023-10-18T13:10:49Z,hidroponik,2023,itu d kasih obat hama g ya bang,"itu, d, kasih, obat, hama, g, ya, bang","d, kasih, obat, hama, g, ya, bang","d, kasih, obat, hama, g, ya, bang",feedback penonton,Negatif
MGpF_mdUVTg,@yonofilm2692,kalau cabe bagus nya berapa cm ya jarak nya bg,0,2023-09-06T13:10:14Z,irigasi,2023,kalau cabe bagus nya berapa cm ya jarak nya bg,"kalau, cabe, bagus, nya, berapa, cm, ya, jarak, nya, bg","cabe, bagus, nya, cm, ya, jarak, nya, bg","cabe, bagus, , cm, ya, jarak, , bg",feedback penonton,Positif
-YlHpqcgOow,@echaachy3298,ini untuk tanaman cabe rawit apa cabe merah besar ya,0,2024-12-22T04:21:44Z,pemupukan,2024,ini untuk tanaman cabe rawit apa cabe merah besar ya,"ini, untuk, tanaman, cabe, rawit, apa, cabe, merah, besar, ya","tanaman, cabe, rawit, cabe, merah, ya","tanam, cabe, rawit, cabe, merah, ya",feedback penonton,Positif
28Eo_Xm8LYg,@irfansultan514,kalau em di campur fungisida biologi saco p gimana bg mati gak bakteri lactobacillus nya,1,2021-04-02T04:14:03Z,pemupukan,2021,kalau em di campur fungisida biologi saco p gimana bg mati gak bakteri lactobacillus nya,"kalau, em, di, campur, fungisida, biologi, saco, p, gimana, bg, mati, gak, bakteri, lactobacillus, nya","em, campur, fungisida, biologi, saco, p, gimana, bg, mati, gak, bakteri, lactobacillus, nya","em, campur, fungisida, biologi, saco, p, gimana, bg, mati, gak, bakteri, lactobacillus, ",dampak pupuk ke tanaman,Negatif
28Eo_Xm8LYg,@mohgifari379,sangam bermanfaat di tunggu video tentang em urea,2,2021-03-27T08:07:38Z,pemupukan,2021,sangam bermanfaat di tunggu video tentang em urea,"sangam, bermanfaat, di, tunggu, video, tentang, em, urea","sangam, bermanfaat, tunggu, video, em, urea","sangam, manfaat, tunggu, video, em, urea",konflik pupuk kimia organik,Positif
Xrbn47ZiFYw,@Ulya_Umay,hama bisa mati pestisida lombok di cincang dan di rebus dgn larutin ml liter ke liter air campurkan sabun cair dan siap di semprot ke daun pagi sore hari,0,2024-07-21T08:53:28Z,pengendalian hama,2024,hama bisa mati pestisida lombok di cincang dan di rebus dgn larutin ml liter ke liter air campurkan sabun cair dan siap di semprot ke daun pagi sore hari,"hama, bisa, mati, pestisida, lombok, di, cincang, dan, di, rebus, dgn, larutin, ml, liter, ke, liter, air, campurkan, sabun, cair, dan, siap, di, semprot, ke, daun, pagi, sore, hari","hama, mati, pestisida, lombok, cincang, rebus, dgn, larutin, ml, liter, liter, air, campurkan, sabun, cair, semprot, daun, pagi, sore","hama, mati, pestisida, lombok, cincang, rebus, dgn, larutin, ml, liter, liter, air, campur, sabun, cair, semprot, daun, pagi, sore","efektivitas pengendalian hama, risiko pestisida kesehatan",Negatif
JL2VZdA9wuc,@ichfarsy,t kasih telah berbagi ilmu pestisida tersebut kalau masih banyak sisa bisa bertahan kadaluarsa berapa lama,0,2021-01-05T11:12:28Z,pengendalian hama,2021,t kasih telah berbagi ilmu pestisida tersebut kalau masih banyak sisa bisa bertahan kadaluarsa berapa lama,"t, kasih, telah, berbagi, ilmu, pestisida, tersebut, kalau, masih, banyak, sisa, bisa, bertahan, kadaluarsa, berapa, lama","t, kasih, berbagi, ilmu, pestisida, sisa, bertahan, kadaluarsa","t, kasih, bagi, ilmu, pestisida, sisa, tahan, kadaluarsa","efektivitas pengendalian hama, risiko pestisida kesehatan",Negatif
_lAVXCvou78,@solokkota9148,bahan dapur utk racun hama bgmn klo masuk garam bhn sdh di giling sdh pakai garam di ambil utk pasti sida itu,0,2023-05-08T14:00:29Z,pengendalian hama,2023,bahan dapur utk racun hama bgmn klo masuk garam bhn sdh di giling sdh pakai garam di ambil utk pasti sida itu,"bahan, dapur, utk, racun, hama, bgmn, klo, masuk, garam, bhn, sdh, di, giling, sdh, pakai, garam, di, ambil, utk, pasti, sida, itu","bahan, dapur, utk, racun, hama, bgmn, klo, masuk, garam, bhn, sdh, giling, sdh, pakai, garam, ambil, utk, sida","bahan, dapur, utk, racun, hama, bgmn, klo, masuk, garam, bhn, sdh, giling, sdh, pakai, garam, ambil, utk, sida","alternatif pengendalian alami, efektivitas pengendalian hama, risiko pestisida kesehatan",Negatif
mLdvwruqEpo,@kasuyabayata4231,klo cabai bisa gak kak,1,2023-02-09T10:02:13Z,hidroponik,2023,klo cabai bisa gak kak,"klo, cabai, bisa, gak, kak","klo, cabai, gak, kak","klo, cabai, gak, kak",feedback penonton,Netral
y5B5sxJYEOI,@MuhammadArief-k9v,di indonesia yang memiliki lahan sempit,0,2023-10-31T18:40:09Z,hidroponik,2023,di indonesia yang memiliki lahan sempit,"di, indonesia, yang, memiliki, lahan, sempit","indonesia, memiliki, lahan, sempit","indonesia, milik, lahan, sempit",feedback penonton,Netral
ypbdbIGDYGw,@MarlinaMmhrizki,pengunci nya pesan di mana bos,0,2024-05-12T22:49:56Z,budidaya organik,2024,pengunci nya pesan di mana bos,"pengunci, nya, pesan, di, mana, bos","pengunci, nya, pesan, bos","kunci, , pesan, bos",feedback penonton,Netral
G1MjF639DrY,@anton4324,ton kompos perhektar alamak transportasi nya susah sekali,2,2024-03-15T06:13:49Z,budidaya organik,2024,ton kompos perhektar alamak transportasi nya susah sekali,"ton, kompos, perhektar, alamak, transportasi, nya, susah, sekali","ton, kompos, perhektar, alamak, transportasi, nya, susah","ton, kompos, hektar, alamak, transportasi, , susah",feedback penonton,Negatif
1NnDgJzBAq4,@aiherwati4081,kak apa bisa dipanen x,1,2024-06-07T02:48:05Z,hidroponik,2024,kak apa bisa dipanen x,"kak, apa, bisa, dipanen, x","kak, dipanen, x","kak, panen, x",feedback penonton,Netral
GzdFV_r-SHM,@Absce-x9u,sudah kucoba untuk semut mati,0,2026-01-01T07:58:03Z,pengendalian hama,2026,sudah kucoba untuk semut mati,"sudah, kucoba, untuk, semut, mati","kucoba, semut, mati","coba, semut, mati",efektivitas pengendalian hama,Negatif
YxYvJhEqC98,@PetaniMuda-m3x,https youtube com petanimuda m x si ccuv z oobrfk,0,2025-01-13T05:17:12Z,budidaya organik,2025,https youtube com petanimuda m x si ccuv z oobrfk,"https, youtube, com, petanimuda, m, x, si, ccuv, z, oobrfk","https, youtube, com, petanimuda, m, x, si, ccuv, z, oobrfk","https, youtube, com, petanimuda, m, x, si, ccuv, z, oobrfk",feedback penonton,Netral
vvcBT2Fg5IQ,@asrimugilestari9207,waoooo luar biasa belio hebat kelihatan kalau berilmu dengan berpendidikan tinggi tapi cara belio menerangkan seperti bercerita salam santun ibu semoga saya ada kesempatan berkunjung di kebun ibu,0,2025-03-03T01:17:10Z,budidaya organik,2025,waoooo luar biasa belio hebat kelihatan kalau berilmu dengan berpendidikan tinggi tapi cara belio menerangkan seperti bercerita salam santun ibu semoga saya ada kesempatan berkunjung di kebun ibu,"waoooo, luar, biasa, belio, hebat, kelihatan, kalau, berilmu, dengan, berpendidikan, tinggi, tapi, cara, belio, menerangkan, seperti, bercerita, salam, santun, ibu, semoga, saya, ada, kesempatan, berkunjung, di, kebun, ibu","waoooo, belio, hebat, berilmu, berpendidikan, belio, menerangkan, bercerita, salam, santun, semoga, kesempatan, berkunjung, kebun","waoooo, belio, hebat, beril, didik, belio, terang, cerita, salam, santun, moga, sempat, kunjung, bun",feedback penonton,Positif
iArT8RhBxzY,@cutpodcast-n2o,aku terlanjur tanah pupuk sekam aman ga ya itupun dah masuk ke pot gede yg dah ditanam kelengkeng,0,2024-10-12T13:48:59Z,budidaya organik,2024,aku terlanjur tanah pupuk sekam aman ga ya itupun dah masuk ke pot gede yg dah ditanam kelengkeng,"aku, terlanjur, tanah, pupuk, sekam, aman, ga, ya, itupun, dah, masuk, ke, pot, gede, yg, dah, ditanam, kelengkeng","terlanjur, tanah, pupuk, sekam, aman, ga, ya, itupun, dah, masuk, pot, gede, yg, dah, ditanam, kelengkeng","lanjur, tanah, pupuk, sekam, aman, ga, ya, itu, dah, masuk, pot, gede, yg, dah, tanam, lengkeng",feedback penonton,Positif
_lAVXCvou78,@jujumaul2636,yg br di buat bs lgs di gunakan atau kudu di diamkan dl dan brp lama,0,2023-02-06T04:33:56Z,pengendalian hama,2023,yg br di buat bs lgs di gunakan atau kudu di diamkan dl dan brp lama,"yg, br, di, buat, bs, lgs, di, gunakan, atau, kudu, di, diamkan, dl, dan, brp, lama","yg, br, bs, lgs, kudu, diamkan, dl, brp","yg, br, bs, lgs, kudu, amkan, dl, brp",feedback penonton,Negatif
5Fv2tGv9_Vo,@luthfibachtiar3190,masyaallahtabarakallah,0,2025-09-10T11:21:07Z,budidaya organik,2025,masyaallahtabarakallah,masyaallahtabarakallah,masyaallahtabarakallah,masyaallahtabarakallah,feedback penonton,Positif
e0SHDMs4bDk,@mansyurali4035,mas pipa air di rumah saya inc itu cocoknya pake selang irigasi ukuran berapa,0,2022-09-27T02:08:46Z,irigasi,2022,mas pipa air di rumah saya inc itu cocoknya pake selang irigasi ukuran berapa,"mas, pipa, air, di, rumah, saya, inc, itu, cocoknya, pake, selang, irigasi, ukuran, berapa","mas, pipa, air, rumah, inc, cocoknya, pake, selang, irigasi, ukuran","mas, pipa, air, rumah, inc, cocok, pake, selang, irigasi, ukur","biaya infrastruktur irigasi, efisiensi air irigasi",Positif
-YlHpqcgOow,@sintanew6085,baru ketemu cenelny,0,2025-03-08T03:01:34Z,pemupukan,2025,baru ketemu cenelny,"baru, ketemu, cenelny","ketemu, cenelny","temu, cenelny",feedback penonton,Netral
GzdFV_r-SHM,@DarwinSiregar-t9u,tahan brp lama disimpan kak,1,2024-03-11T06:19:25Z,pengendalian hama,2024,tahan brp lama disimpan kak,"tahan, brp, lama, disimpan, kak","tahan, brp, disimpan, kak","tahan, brp, simpan, kak",feedback penonton,Negatif
inF984LZKa0,@madebudiasa2474,semoga sukses rahayu,1,2025-10-18T14:01:10Z,pemupukan,2025,semoga sukses rahayu,"semoga, sukses, rahayu","semoga, sukses, rahayu","moga, sukses, rahayu",feedback penonton,Positif
QQM9BKY0_K8,@alfauzimuhamad6901,ilmnya bermanfaat pak dokter,0,2023-01-11T02:19:40Z,pemupukan,2023,ilmnya bermanfaat pak dokter,"ilmnya, bermanfaat, pak, dokter","ilmnya, bermanfaat, dokter","ilm, manfaat, dokter",feedback penonton,Positif
MGpF_mdUVTg,@desamanfaat2829,selang drip yg ada emiternya tahan brpa lama,0,2023-09-06T13:02:39Z,irigasi,2023,selang drip yg ada emiternya tahan brpa lama,"selang, drip, yg, ada, emiternya, tahan, brpa, lama","selang, drip, yg, emiternya, tahan, brpa","selang, drip, yg, emiter, tahan, brpa",teknologi irigasi modern,Negatif
JL2VZdA9wuc,@cecepalrahman992,maaf kalau boleh tanya kandungan bawang putih apa ajah unsur nya dan maaf juga berapa ppm larutan untuk hama,0,2021-03-27T11:54:40Z,pengendalian hama,2021,maaf kalau boleh tanya kandungan bawang putih apa ajah unsur nya dan maaf juga berapa ppm larutan untuk hama,"maaf, kalau, boleh, tanya, kandungan, bawang, putih, apa, ajah, unsur, nya, dan, maaf, juga, berapa, ppm, larutan, untuk, hama","maaf, kandungan, bawang, putih, ajah, unsur, nya, maaf, ppm, larutan, hama","maaf, kandung, bawang, putih, ajah, unsur, , maaf, ppm, larut, hama",efektivitas pengendalian hama,Negatif
